eq_site_limit,hu_site_limit
0,243601.87
0,161156.21
0,192676.87
0,83812.16
0,846931
0,8563.42
0,318577.31
0,8563.42
0,119049.71
0,27330.05
0,8563.42
0,2910641.5
0,66229.83
0,8563.42
0,8563.42
0,8563.42
0,16944.63
0,49922.9
0,1474060.13
0,3894336
0,2077218
0,2261673
0,2404728
0,1048194
0,1188747
0,1048194
0,1316709
0,15210
0,1989000
0,1670193
0,1640664
0,1607130
0,1430163
0,3036375
0,1511901
0,667746
0,1106721
0,950814
0,1051155.01
0,1165860.76
643500,643500
252248.4,252248.4
138864.6,138864.6
0,289908
0,253710
0,370791
0,2395800
0,0
0,0
0,0
211608,211608
0,283599.86
0,2079732.33
0,4270048.76
0,142215.88
0,851325.2
0,5166655.96
0,2147796.3
0,598477.96
0,59553.67
150415.2,150415.2
44100,44100
0,873
315000,315000
491228.1,491228.1
0,1240323.26
0,476271
0,892539
0,1364859.23
0,201339.27
0,214644.01
0,390014.19
0,0
0,940344.93
0,974771.5
0,51624.14
0,66945.29
0,4801.05
0,79074.72
0,54212.08
0,436170.11
0,320967.48
0,124308.68
0,87947.33
0,368853.36
0,70095.48
0,1153817.48
0,78558.47
0,70095.48
0,65632.24
0,65632.24
0,65632.24
0,65632.24
0,5303.82
0,70095.48
0,32554.63
0,28056.6
0,11671.54
0,89781.11
0,193814.98
0,16277.32
0,76313.95
0,501168.27
0,643822.6
0,212524.24
0,2922829.74
0,501168.27
0,53162.76
0,687565.08
0,84009.31
0,429760.86
0,329474.24
